MMC Company ID,Account / Practice,Assigned PL,Tier,Wave,Practice Type,Referral Evidence Band,2026 Spine Patients,2026 Total B2B Patients,Known Referring Providers (2026 referral match),Linked People (MMC),Payer Class (heuristic),Payer Detail,Payer Basis / Status,Payer Line for PL,Visit Message
9b2159ca-9617-4ade-8a25-85a92fcca972,Jefferson Family Practice (Cornerstone),Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,2,"Durga Mulpuri, MD (1 spine)",1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Mulpuri's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
137ab9e0-c65d-4932-9dc5-f8b83b872e50,Michigan Neurology and Spine Center,Kristen,Tier 1,Wave 2,Pain,One Spine Patient,1,1,Carol Miller Fnp-bc (1 spine),6,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Carol Miller Fnp-bc's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
31b0544c-cc2c-4479-9df9-b11748ecefc7,Northpointe Pediatrics,Kristen,Tier 1,Wave 2,Pediatrics,One Spine Patient,1,4,"Deanna Denysenko, DO (1 spine) · Allison Engel, MD (1 ortho) · Peter J Francis, MD (1 ortho)",12,PEDS,Pediatric panel — low spine fit regardless of payer,Heuristic — intake (Kelly) verifies Tier 1 first; NOT confirmed,Note: pediatric panel — spine fit is low; adult family/staff referrals only.,"Thank you for trusting us with the care of your patients (Dr. Denysenko's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — for adolescent spine concerns (scoliosis, spondylolysis in athletes) we offer specialist evaluation — and adult family members get same-week access. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
1255427209,Swetech Medical Center,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,2,"Jonathan Swetech, DO (1 spine) · Maria Swetech, MD",9,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Swetech's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
48d727c6-d942-4dbb-b457-0839ac8e1b68,Corwell health orthopedics Canton,Jasmine,Tier 1,Wave 1,Orthopedic,One Spine Patient,1,1,"Khalid Odeh, MD (1 spine)",3,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Odeh's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
73107e68-fc7f-46d0-bef4-ee26e9dc0099,Lakes Urgent Care - Livonia,Jasmine,Tier 1,Wave 1,Urgent Care,One Spine Patient,1,32,Lakes Urgent Care (1 spine) · Lakes Urgent Care Livonia (1 ortho),2,MIXED-WALKIN,Walk-in panel — mixed payers; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: walk-in mix — intake screens each referral; commercial/Medicare flow same-week.,"Thank you for trusting us with the care of your patients (Lakes Urgent Care's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — an acute back/neck pathway: your discharge sheet can book a spine evaluation the same week — one number, we take it from there. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
1093985145,Bay Area Family Physicians,Coty,Tier 1,Wave 1,PCP,One Spine Patient,1,1,"Eileen Hopman, MD (1 spine)",11,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Hopman's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
1760473094,Madison Medical Arts,Coty,Tier 1,Wave 1,PCP,One Spine Patient,1,1,"Robert Hasbany, MD (1 spine)",2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Hasbany's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
7250fa4c-09c2-418b-94d4-8badec5b77f7,North Macomb Medical Associates,Coty,Tier 1,Wave 1,PCP,One Spine Patient,1,1,"Sarah Weymouth, PA-C (1 spine)",7,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Sarah Weymouth's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
b1e60538-ff76-457b-a530-3647907b307b,Office of Josephine A. Iskander MD,Coty,Tier 1,Wave 1,PCP,One Spine Patient,1,1,"Josephine Iskander, MD (1 spine)",1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Iskander's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
f9518cc9-e8e8-4517-8250-4768d176ee8c,Sudha Nannapaneni MD,Coty,Tier 1,Wave 1,PCP,One Spine Patient,1,1,"Sudha Nannapaneni, MD (1 spine)",1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Nannapaneni's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
ff61f8fa-5169-42e7-aafe-f189027c5f3a,ARBOR LANE FAMILY PHYSICIANS,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,2,"Basil Abdo, MD (1 spine)",2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Abdo's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
5eb6a409-5e7b-430f-a462-af3a919cfc22,Corewell Internal Medicine Southfield,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,1,"Adrian Laith Michel, MD (1 spine)",11,MIXED-SYSTEM,Hospital-system site — mixed commercial + Medicare + some Medicaid; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: mixed panel — screen at intake; HMO plans need PCP referral (we assist).,"Thank you for trusting us with the care of your patients (Dr. Michel's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
a6779fd4-289a-49f7-8602-76dc1bf5764c,DEIGHTON FAMILY PRACTICE - use this one,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,3,"Hamzah Badreddine, MD (1 spine)",26,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Badreddine's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
f4a7f5a0-d8e0-49ff-874a-04f12057fc5f,"FAMILY CARE CENTER OF HAMTRAMCK, PC",Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,4,"Meenakshi Sharma, MD (1 spine) · Bhupesh Sharma, MD (2 ortho)",2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Sharma's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
9021dee7-1935-4acc-9d3e-63f9e919459d,HENRY FORD MEDICAL CENTER FARMINGTON ROAD INTERNAL MEDICINE,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,2,"Jeffrey Finn, MD (1 spine) · Rashid Alsabeh, MD",10,MIXED-SYSTEM,Hospital-system site — mixed commercial + Medicare + some Medicaid; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: mixed panel — screen at intake; HMO plans need PCP referral (we assist).,"Thank you for trusting us with the care of your patients (Dr. Finn's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
b257a3dd-4296-4f0d-89f2-7d9f845a231e,John Mullally MD PC,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,2,"John Mullally, MD (1 spine)",1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Mullally's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
e91e6824-c768-4d8f-a1d0-2c6cb005cc47,Lexington Family Medicine,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,1,Christie S Laming (1 spine),3,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Christie S Laming's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
ea3dd183-15b5-491c-b6b5-55d6404f4a22,Lupo Chiropractic Center,Kristen,Tier 1,Wave 2,Chiropractor,One Spine Patient,1,1,Jeffrey Lupo (1 spine),9,COMM-WCPI,Chiro — commercial + WC/PI mix (QUALIFIED); screen auto/WC liens,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial + auto/WC liens welcome; screen Medicaid share.,"Thank you for trusting us with the care of your patients (Jeffrey Lupo's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — co-management for patients who plateau — imaging access, interventional options, surgical consults when warranted, and every patient returns to your care plan with notes. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
3a600778-0104-4e04-b9d4-feb46e567bd7,Mitchell Medical Center,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,8,"Katherine Blackwell, PA (1 spine)",9,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Katherine Blackwell's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
ba00dba0-20f9-440b-8df0-799ade91a785,ORCHARD PRIMARY CARE,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,1,"Meghna Pathak, MD (1 spine)",3,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Pathak's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
4c053f65-6667-471a-9d5b-ee08b564d031,Physician HealthCare Network Urgent Care and Walk In- Fort Gratiot,Kristen,Tier 1,Wave 2,Urgent Care,One Spine Patient,1,15,"Christopher Borgiel, MD (1 spine) · Stacie Hill, PA-C (4 ortho) · Daniel C Souphis, DO (3 ortho) · Farrukh Zaman Naqvi, MD (1 ortho)",5,MIXED-WALKIN,Walk-in panel — mixed payers; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: walk-in mix — intake screens each referral; commercial/Medicare flow same-week.,"Thank you for trusting us with the care of your patients (Dr. Borgiel's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — an acute back/neck pathway: your discharge sheet can book a spine evaluation the same week — one number, we take it from there. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
f5f4f354-94f3-42a1-a3be-10f8a64cdaae,"PILLAY INTERNAL MEDICINE ASSOCIATES, PLLC",Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,3,"Jeet N Pillay, MD (1 spine)",3,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Pillay's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
1245235654,Port Huron Medicine Associates,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,6,"Cheryl Canto, MD (1 spine) · Pa-c Ashley Richardson (1 ortho)",8,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Canto's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
97e1431f-4c5b-4ec4-b3a5-47267613937b,Rodnick Chiropractic,Kristen,Tier 1,Wave 2,Chiropractor,One Spine Patient,1,1,Alex Rodnick (1 spine),7,COMM-WCPI,Chiro — commercial + WC/PI mix (QUALIFIED); screen auto/WC liens,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial + auto/WC liens welcome; screen Medicaid share.,"Thank you for trusting us with the care of your patients (Alex Rodnick's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — co-management for patients who plateau — imaging access, interventional options, surgical consults when warranted, and every patient returns to your care plan with notes. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
7c32d0b4-c83f-4756-924c-9c8c74996a39,SHEIKH MEDICAL CENTER,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,2,"Mohammad I Sheikh (1 spine) · Mary A Cameron, MD (1 ortho)",4,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Mohammad I Sheikh's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
297a710c-01f5-41e0-9ffc-d1df69e9329d,SOUTHFIELD MEDICAL CLINIC AND PREMIER URGENT CARE AND WALK IN CLINIC,Kristen,Tier 1,Wave 2,Urgent Care,One Spine Patient,1,1,"Mansour MD, Yousif S/Ross Law (1 spine)",3,MIXED-WALKIN,Walk-in panel — mixed payers; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: walk-in mix — intake screens each referral; commercial/Medicare flow same-week.,"Thank you for trusting us with the care of your patients (Mansour MD's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — an acute back/neck pathway: your discharge sheet can book a spine evaluation the same week — one number, we take it from there. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
940f0098-7ee4-47be-9425-5cd4bbc4dd0f,Team Rehabilitation  - Washington,Kristen,Tier 1,Wave 2,PT,One Spine Patient,1,2,"Dave Genoff D, PT (1 spine) · Rami Maasri D, PT (1 ortho)",6,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dave Genoff D's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — for patients whose progress stalls, a spine consult with imaging same-week — then straight back to your plan of care with clear notes. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
1255345930,Village Medical - Northville West,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,1,"Nader Demeri, MD (1 spine)",6,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Demeri's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
1da57554-aa50-483a-b1a8-060ff843ff7c,Wigod & Falzon,Kristen,Tier 1,Wave 2,Attorney / Legal,One Spine Patient,1,1,Wigod and Falzon (1 spine),6,WC-AUTO,"WC / Auto No-Fault — commercial-equivalent, no referral needed (QUALIFIED)",Rule (payer taxonomy) — confirm case mix on visit — intake (Kelly) verifies Tier 1 first; NOT confirmed,"Payer: auto no-fault + WC accepted, no referral, no copay.","Thank you for trusting us with the care of your patients (Wigod and Falzon's team especially). OPEN: service check — are records, scheduling and communication meeting your standard? MESSAGE: auto no-fault and workers' comp spine evaluations with fast scheduling, thorough documentation and clean records turnaround — service only, evaluated on clinical merit. ASK: keep us as the spine evaluation resource for auto/WC clients; leave the direct scheduling line + records turnaround commitment."
ef22f4d0-c253-4bff-8a60-2a5eaa3168df,Yale Community Heath Center - VA Clinic,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,22,"Carolyn Richards, PA-C (1 spine) · Melissa Mariutza, NP (5 ortho) · Laura Brosius, NP (4 ortho) · Yale VA (4 ortho) · Michael Parslow, PA (3 ortho) · Tara Deters, PA-C (2 ortho)",6,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Carolyn Richards's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
b1a9167c-0bb6-47bd-b50a-ff18a973875f,A1 Family Medicine,Jasmine,Tier 1,Wave 1,PCP,One Spine Patient,1,3,"Purvi Dharia, MD (1 spine)",1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Dharia's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
1689099f-fc6b-4174-9111-5dce70adbd66,"APOLLO HEALTH SERVICES, PC",Jasmine,Tier 1,Wave 1,PCP,One Spine Patient,1,1,"Sujata Kambhatla, MD (1 spine)",2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Kambhatla's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
61a031d7-889d-4b90-8391-8647f4be87ec,BEAUMONT FAMILY MEDICINE BELLEVILLE,Jasmine,Tier 1,Wave 1,PCP,One Spine Patient,1,5,"David Julian Szaraz, MD (1 spine) · Chin Yi, MD (3 ortho)",11,MIXED-SYSTEM,Hospital-system site — mixed commercial + Medicare + some Medicaid; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: mixed panel — screen at intake; HMO plans need PCP referral (we assist).,"Thank you for trusting us with the care of your patients (Dr. Szaraz's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
1022591b-a2f2-47ed-a718-e764042f930d,Corewell Health Wayne Hospital Family Medicine -  Canton,Jasmine,Tier 1,Wave 1,PCP,One Spine Patient,1,3,"Mushahid Raza, MD (1 spine) · Iman Choucair, DO",7,MIXED-SYSTEM,Hospital-system site — mixed commercial + Medicare + some Medicaid; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: mixed panel — screen at intake; HMO plans need PCP referral (we assist).,"Thank you for trusting us with the care of your patients (Dr. Raza's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
a7a3d5c1-7a49-46bc-b9ad-08cbe9188e80,"DEARBORN FAMILY CLINIC, PC",Jasmine,Tier 1,Wave 1,Orthopedic,One Spine Patient,1,3,"Howard Wright, DO (1 spine) · Angela Harris, MD (1 ortho)",6,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Wright's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
