source_url,destination_url,cleanup_area,reason,confidence,source_status,destination_status,source_clicks_16mo,source_impressions_16mo,source_impressions_last90d,dest_impressions_last90d
https://synergyhealth.org/our-providers/podiatry/deepali-darji-podiatrist/,https://synergyhealth.org/providers/specialty/foot-ankle/,C. Dead URL (404) - departed provider,Departed provider; route to live podiatry provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/our-providers/rheumatology/shironda-stewart-md/,https://synergyhealth.org/providers/,C. Dead URL (404) - departed provider,Departed provider; route to live rheumatology provider directory,High,404 - removed,Live,0,0,0,17086
https://synergyhealth.org/our-providers/spine/joel-phillips-md/,https://synergyhealth.org/providers/specialty/spine/,C. Dead URL (404) - departed provider,Departed spine provider; route to live spine provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/our-providers/spine/martin-b-kornblum-md/,https://synergyhealth.org/providers/specialty/spine/,C. Dead URL (404) - departed provider,Departed spine provider; route to live spine provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/brian-fiani-do-facos/,https://synergyhealth.org/providers/specialty/spine/,C. Dead URL (404) - departed provider,Departed spine provider; route to live spine provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/chelsea-schoenmaker-pa-c/,https://synergyhealth.org/providers/,C. Dead URL (404) - departed provider,Departed provider; no specialty in URL - route to provider hub,High,404 - removed,Live,0,0,0,17086
https://synergyhealth.org/providers/courtney-watson-pa-c/,https://synergyhealth.org/providers/,C. Dead URL (404) - departed provider,Departed provider; no specialty in URL - route to provider hub,High,404 - removed,Live,0,0,0,17086
https://synergyhealth.org/providers/kellyn-chapman-pa-c/,https://synergyhealth.org/providers/,C. Dead URL (404) - departed provider,Departed provider; no specialty in URL - route to provider hub,High,404 - removed,Live,0,0,0,17086
https://synergyhealth.org/providers/martin-j-kornblum-md/,https://synergyhealth.org/providers/specialty/spine/,C. Dead URL (404) - departed provider,Departed spine provider; route to live spine provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/martin-kornblum-md/,https://synergyhealth.org/providers/specialty/spine/,C. Dead URL (404) - departed provider,Departed spine provider; route to live spine provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/orthopedics/emily-ren-md/,https://synergyhealth.org/providers/specialty/orthopedics/,C. Dead URL (404) - departed provider,Departed provider; route to live orthopedics provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/orthopedics/herbert-mendelson-md/,https://synergyhealth.org/providers/specialty/orthopedics/,C. Dead URL (404) - departed provider,Departed provider; route to live orthopedics provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/orthopedics/katie-rashid-sports-medicine/,https://synergyhealth.org/providers/specialty/sports/,C. Dead URL (404) - departed provider,Departed sports-medicine provider; route to sports provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/orthopedics/peter-lasater-md/,https://synergyhealth.org/providers/specialty/orthopedics/,C. Dead URL (404) - departed provider,Departed provider; route to live orthopedics provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/pain-management/daniel-feldman-md/,https://synergyhealth.org/providers/specialty/pain-management/,C. Dead URL (404) - departed provider,Departed provider; route to live pain-management provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/pain-management/jason-mulawa-md/,https://synergyhealth.org/providers/specialty/pain-management/,C. Dead URL (404) - departed provider,Departed provider; route to live pain-management provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/pain-management/m-wednesday-hall-do/,https://synergyhealth.org/providers/specialty/pain-management/,C. Dead URL (404) - departed provider,Departed provider; route to live pain-management provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/physician-assistant/bradley-coon-pa-c/,https://synergyhealth.org/providers/physician-assistant/,C. Dead URL (404) - departed provider,Departed provider; route to live physician-assistant provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/physician-assistant/courtney-watson-pa-c/,https://synergyhealth.org/providers/physician-assistant/,C. Dead URL (404) - departed provider,Departed provider; route to live physician-assistant provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/physician-assistant/jamie-amster-pa-c/,https://synergyhealth.org/providers/physician-assistant/,C. Dead URL (404) - departed provider,Departed provider; route to live physician-assistant provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/physician-assistant/natalie-arnold-pa-c/,https://synergyhealth.org/providers/physician-assistant/,C. Dead URL (404) - departed provider,Departed provider; route to live physician-assistant provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/physician-assistant/sarah-havens-pa-c/,https://synergyhealth.org/providers/physician-assistant/,C. Dead URL (404) - departed provider,Departed provider; route to live physician-assistant provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/providers/rebecca-oros-pta-lmt/,https://synergyhealth.org/providers/,C. Dead URL (404) - departed provider,Departed provider; no specialty in URL - route to provider hub,High,404 - removed,Live,0,0,0,17086
https://synergyhealth.org/providers/rheumatology/shironda-stewart-md/,https://synergyhealth.org/providers/,C. Dead URL (404) - departed provider,Departed provider; route to live rheumatology provider directory,High,404 - removed,Live,0,0,0,17086
https://synergyhealth.org/providers/spine/joel-phillips-md/,https://synergyhealth.org/providers/specialty/spine/,C. Dead URL (404) - departed provider,Departed spine provider; route to live spine provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/sprained-ankle/,https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/ankle-sprain/,D. Dead URL (404) - topical fallback,Renamed slug; live ankle sprain page,Review,404 - removed,outside inventory - verify live,0,0,0,
https://synergyhealth.org/specialties/hand-upper-extremity/sterling-heights/null/,https://synergyhealth.org/specialty/hand-wrist/sterling-heights/,D. Dead URL (404) - topical fallback,Malformed '/null/' path; live hand & wrist Sterling Heights landing,Review,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialties/locations/livonia-orthopedics/contact-us/,https://synergyhealth.org/specialties/orthopedic-services/livonia/,D. Dead URL (404) - topical fallback,Child of legacy location sub-brand (destination flattened to final URL to avoid a redirect chain),Review,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialties/locations/livonia-orthopedics/insurance-plans/,https://synergyhealth.org/specialties/orthopedic-services/livonia/,D. Dead URL (404) - topical fallback,Child of legacy location sub-brand (destination flattened to final URL to avoid a redirect chain),Review,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialties/locations/warren-orthopedics/,https://synergyhealth.org/specialty/orthopedic-services/,D. Dead URL (404) - topical fallback,No Warren location page found in GSC/GA4 - confirm whether Warren clinic still operates,Review,404 - removed,Live,0,0,0,4637
https://synergyhealth.org/specialties/locations/warren-orthopedics/contact-us/,https://synergyhealth.org/specialty/orthopedic-services/,D. Dead URL (404) - topical fallback,Child of legacy Warren sub-brand,Review,404 - removed,Live,0,0,0,4637
https://synergyhealth.org/specialties/locations/warren-orthopedics/insurance-plans/,https://synergyhealth.org/specialty/orthopedic-services/,D. Dead URL (404) - topical fallback,Child of legacy Warren sub-brand,Review,404 - removed,Live,0,0,0,4637
https://synergyhealth.org/specialties/occupational-therapy/skilled-manual-therapy/,https://synergyhealth.org/specialty/occupational-therapy/,D. Dead URL (404) - topical fallback,Removed OT sub-page; OT hub (destination flattened to final URL to avoid a redirect chain),Review,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialties/pain-management/non-opioid-surgery/,https://synergyhealth.org/specialties/pain-management/,D. Dead URL (404) - topical fallback,Removed pain sub-page; pain management hub,Review,404 - removed,Live,0,0,0,2
https://synergyhealth.org/specialties/physical-therapy/muscle-joint-pain/,https://synergyhealth.org/specialty/physical-therapy/,D. Dead URL (404) - topical fallback,Removed PT sub-page; PT hub (destination flattened to final URL to avoid a redirect chain),Review,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialties/physicians/,https://synergyhealth.org/providers/,D. Dead URL (404) - topical fallback,Removed physicians listing; provider hub,Review,404 - removed,Live,0,0,0,17086
https://synergyhealth.org/specialties/rheumatology/,https://synergyhealth.org/providers/,D. Dead URL (404) - topical fallback,Rheumatology line no longer on site (Dr. Stewart departed); no topical home left - confirm service discontinued,Review,404 - removed,Live,0,0,0,17086
https://synergyhealth.org/specialties/specialties/back-neck-spine/,https://synergyhealth.org/specialty/spine-neck-back/,D. Dead URL (404) - topical fallback,Malformed doubled path; spine line landing is the topical home,Review,404 - removed,Live,0,0,0,4296
https://synergyhealth.org/specialties/specialties/orthopedics-sports-medicine-2/,https://synergyhealth.org/specialty/orthopedic-services/,D. Dead URL (404) - topical fallback,Malformed doubled path from old build; orthopedics line landing is the topical home,Review,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialties/specialties/orthopedics-sports-medicine/,https://synergyhealth.org/specialty/orthopedic-services/,D. Dead URL (404) - topical fallback,Malformed doubled path from old build; orthopedics line landing is the topical home,Review,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialties/spine-back-and-neck-old/lumbar-stenosis/,https://synergyhealth.org/conditions/lumbar-stenosis/,D. Dead URL (404) - topical fallback,'-old' structure remnant; live lumbar stenosis condition page,Review,404 - removed,Live,0,0,0,341
https://synergyhealth.org/specialties/spine-back-and-neck/anterior-cervical-disc-replacement/,https://synergyhealth.org/treatment/disc-replacement-surgery/,D. Dead URL (404) - topical fallback,Removed procedure page; disc replacement content lives at /treatment/,Review,404 - removed,Live,0,0,0,197
https://synergyhealth.org/specialties/spine-back-and-neck/anterior-lumbar-interbody-fusion/,https://synergyhealth.org/treatment/lumbar-cervical-fusion/,D. Dead URL (404) - topical fallback,Removed ALIF page; closest live fusion page,Review,404 - removed,Live,0,0,0,1897
https://synergyhealth.org/specialties/spine-back-and-neck/laminoplasty/,https://synergyhealth.org/specialties/spine-back-and-neck/cervical-laminectomy/,D. Dead URL (404) - topical fallback,Laminoplasty page removed; cervical laminectomy is nearest live procedure,Review,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialties/spine-back-and-neck/spinal-deformity-surgery/,https://synergyhealth.org/specialties/spine-back-and-neck/minimally-invasive-spine-surgery/,D. Dead URL (404) - topical fallback,Deformity page removed; nearest live spine-surgery page (Dr. Varghese's deformity focus could justify a rebuilt page instead),Review,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialties/spine-back-and-neck/spinal-fusion/,https://synergyhealth.org/treatment/lumbar-cervical-fusion/,D. Dead URL (404) - topical fallback,Removed generic fusion page; closest live fusion page,Review,404 - removed,Live,0,0,0,1897
https://synergyhealth.org/specialties/synergy-health-partners-orthopedic-urgent-care-livonia/,https://synergyhealth.org/orthopedic-urgent-care/,D. Dead URL (404) - topical fallback,Urgent-care page moved to root URL (verify live - outside this inventory),Review,404 - removed,outside inventory - verify live,0,0,0,
https://synergyhealth.org/specialty/synergy-health-partners-orthopedic-urgent-care-livonia/,https://synergyhealth.org/orthopedic-urgent-care/,D. Dead URL (404) - topical fallback,Urgent-care page moved to root URL (verify live - outside this inventory),Review,404 - removed,outside inventory - verify live,0,0,0,
https://synergyhealth.org/our-providers/,https://synergyhealth.org/providers/,E. Structure/index consolidation (governance decision),Legacy provider index still getting 15.9k GA4 views/yr from internal/GBP links; current hub is /providers/,High,Live,Live,393,118271,0,17086
https://synergyhealth.org/conditions-we-treat/,https://synergyhealth.org/conditions/,E. Structure/index consolidation (governance decision),Index-level structure decision: Google now sends ~99% of conditions impressions to /conditions/ URLs; detail pages move via area A first,Review,Live,Live,15,15055,0,1428
https://synergyhealth.org/specialty/,https://synergyhealth.org/specialties/,E. Structure/index consolidation (governance decision),Two live specialty indexes; pick one canonical index as part of taxonomy governance,Review,Live,Live,1,358,190,0
https://synergyhealth.org/treatment-type/non-surgical/,https://synergyhealth.org/treatment/,E. Structure/index consolidation (governance decision),WordPress taxonomy archive competing with the treatment hub,Review,Live,Live,0,266,266,1691
https://synergyhealth.org/treatment-type/surgical/,https://synergyhealth.org/treatment/,E. Structure/index consolidation (governance decision),"WordPress taxonomy archive competing with the treatment hub (372 imp/90d, 0 clicks)",Review,Live,Live,0,109,106,1691
